ОЭС;Дата;Час;Объем полного планового потребления, МВт*ч;Объем планового производства, МВт*ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт*ч;Индекс равновесных цен на продажу электроэнергии, руб.МВт*ч;Максимальный индекс равновесной цены, руб.МВт*ч;Минимальный индекс равновесной цены, руб.МВт*ч;
ОЭС Центра;25.12.2023;17;36768.29;37410.41;2037.58;1959.76;2393.13;1855.21;
ОЭС Центра;25.12.2023;18;36432.88;37160.55;2019.16;1942.99;2364.52;1842.13;
ОЭС Центра;25.12.2023;19;35786.54;36101.32;2022.14;1935.34;2619.84;1818.00;
ОЭС Центра;25.12.2023;20;34988.91;35305.71;1853.07;1786.32;2108.85;1687.51;
ОЭС Центра;25.12.2023;21;34132.68;35088.05;1662.72;1604.41;1891.21;1512.97;
ОЭС Центра;25.12.2023;22;32800.42;33606.97;1438.55;1388.80;1624.05;1296.22;
ОЭС Центра;25.12.2023;23;31273.77;31779.65;1192.74;1147.67;1341.74;1057.05;
ОЭС Центра;24.12.2023;0;30881.55;31591.73;1271.06;1227.76;1428.00;1130.10;
ОЭС Центра;24.12.2023;1;30213.57;30678.74;1209.73;1166.40;1351.00;1048.88;
ОЭС Центра;24.12.2023;2;29604.06;30187.26;1181.44;1139.36;1314.92;1043.85;
ОЭС Центра;24.12.2023;3;29388.94;30205.34;1130.59;1090.69;1256.27;976.48;
ОЭС Центра;24.12.2023;4;29374.63;30235.34;1132.18;1060.95;1256.26;855.11;
ОЭС Центра;24.12.2023;5;29615.78;30350.50;1172.93;1131.21;1303.45;1019.23;
ОЭС Центра;24.12.2023;6;29309.68;31005.81;1204.27;1164.62;1345.25;1029.41;
ОЭС Центра;24.12.2023;7;30168.20;32239.25;1328.65;1283.90;1495.26;1121.40;
ОЭС Центра;24.12.2023;8;31405.91;33199.37;1533.45;1483.82;1736.72;1295.97;
ОЭС Центра;24.12.2023;9;32637.80;33815.78;1803.04;1742.56;2057.79;1566.92;
ОЭС Центра;24.12.2023;10;33557.47;34109.50;1913.59;1848.02;2112.77;1749.02;
ОЭС Центра;24.12.2023;11;33882.89;34289.17;1929.15;1863.24;2120.77;1753.48;
ОЭС Центра;24.12.2023;12;33924.94;34406.61;1936.81;1870.46;2130.15;1759.88;
ОЭС Центра;24.12.2023;13;33954.62;34471.93;1940.58;1874.29;2135.00;1748.16;
ОЭС Центра;24.12.2023;14;33974.46;34779.58;1934.86;1869.32;2133.38;1773.61;
ОЭС Центра;24.12.2023;15;34085.86;35218.51;1937.57;1871.61;2141.09;1777.64;
ОЭС Центра;24.12.2023;16;34684.39;35776.18;1979.85;1912.63;2159.38;1822.17;
ОЭС Центра;24.12.2023;17;35177.78;35925.04;1998.64;1930.82;2170.78;1844.46;
ОЭС Центра;24.12.2023;18;35104.22;35972.54;1975.23;1906.16;2174.03;1823.50;
ОЭС Центра;24.12.2023;19;34634.08;35413.65;1950.26;1882.07;2163.59;1793.59;
ОЭС Центра;24.12.2023;20;34049.38;34316.00;1920.98;1853.27;2158.67;1755.35;
ОЭС Центра;24.12.2023;21;33303.09;33887.65;1698.71;1639.85;1947.63;1555.08;
ОЭС Центра;24.12.2023;22;32111.56;33037.96;1478.80;1430.78;1680.33;1348.24;
ОЭС Центра;24.12.2023;23;30750.24;31558.13;1233.37;1191.06;1395.00;1107.29;
ОЭС Центра;23.12.2023;0;31154.93;31969.04;1303.30;1254.44;1446.53;1137.16;
ОЭС Центра;23.12.2023;1;30469.69;31324.53;1226.62;1179.06;1355.49;1063.86;
ОЭС Центра;23.12.2023;2;29860.11;30805.40;1194.20;1147.82;1313.65;1037.12;
ОЭС Центра;23.12.2023;3;29619.07;30713.96;1181.06;1135.27;1309.36;1025.92;
ОЭС Центра;23.12.2023;4;29610.63;30860.87;1188.31;1142.25;1327.74;1031.90;
ОЭС Центра;23.12.2023;5;29837.45;31181.68;1220.18;1174.08;1369.90;1063.28;
ОЭС Центра;23.12.2023;6;29654.41;32043.71;1265.61;1221.94;1444.19;1119.66;
ОЭС Центра;23.12.2023;7;30847.63;32748.63;1465.27;1414.50;1635.11;1264.43;
ОЭС Центра;23.12.2023;8;32198.18;33637.68;1827.68;1763.97;2059.58;1599.78;
ОЭС Центра;23.12.2023;9;33381.32;34281.43;1965.37;1897.94;2150.94;1768.80;
ОЭС Центра;23.12.2023;10;34186.02;34632.79;2012.52;1943.57;2177.26;1821.55;
ОЭС Центра;23.12.2023;11;34428.42;34773.75;2025.27;1956.49;2184.55;1832.85;
ОЭС Центра;23.12.2023;12;34363.58;34825.51;2017.74;1948.65;2181.35;1823.70;
ОЭС Центра;23.12.2023;13;34338.80;34813.74;2016.50;1947.49;2179.25;1799.85;
ОЭС Центра;23.12.2023;14;34315.85;35090.94;2006.33;1937.99;2172.45;1804.67;
ОЭС Центра;23.12.2023;15;34340.77;35464.52;1997.81;1929.28;2167.66;1807.11;
ОЭС Центра;23.12.2023;16;34917.30;35786.30;2027.38;1959.59;2181.76;1839.53;
ОЭС Центра;23.12.2023;17;35235.08;35796.94;2041.22;1976.37;2183.77;1859.72;
ОЭС Центра;23.12.2023;18;34994.36;35766.65;2007.43;1938.33;2178.54;1824.14;
ОЭС Центра;23.12.2023;19;34368.86;35291.41;1948.74;1880.37;2158.96;1762.79;
ОЭС Центра;23.12.2023;20;33790.58;34176.16;1902.02;1833.43;2151.43;1704.79;
ОЭС Центра;23.12.2023;21;33161.33;33798.13;1718.54;1657.48;1937.33;1542.80;
ОЭС Центра;23.12.2023;22;32124.20;33524.33;1523.30;1471.10;1705.44;1364.99;
ОЭС Центра;23.12.2023;23;30894.21;32328.90;1307.37;1261.14;1457.20;1157.91;
ОЭС Центра;22.12.2023;0;30930.94;31520.46;1255.14;1215.08;1381.77;1112.64;
ОЭС Центра;22.12.2023;1;30276.13;30837.39;1190.15;1150.99;1302.49;1059.64;
ОЭС Центра;22.12.2023;2;29786.03;30503.51;1147.91;1110.09;1250.94;1020.08;
ОЭС Центра;22.12.2023;3;29625.94;30465.39;1186.14;1147.46;1290.98;1048.55;
ОЭС Центра;22.12.2023;4;29724.10;31098.16;1228.74;1189.88;1353.06;1100.44;
ОЭС Центра;22.12.2023;5;30351.15;32180.16;1310.99;1271.10;1455.08;1154.18;
ОЭС Центра;22.12.2023;6;31095.50;33374.62;1518.78;1472.37;1669.76;1373.18;
ОЭС Центра;22.12.2023;7;33161.64;34224.44;1891.70;1829.45;2103.58;1740.14;
ОЭС Центра;22.12.2023;8;34915.87;35067.45;2032.50;1962.47;2282.34;1874.31;
ОЭС Центра;22.12.2023;9;35926.39;35968.14;2119.87;2043.54;2393.51;1943.57;
ОЭС Центра;22.12.2023;10;36291.00;36133.11;2133.02;2055.22;2413.66;1955.80;
ОЭС Центра;22.12.2023;11;36181.55;35671.25;2147.64;2070.29;2424.43;1975.78;
ОЭС Центра;22.12.2023;12;35992.65;35222.02;2124.65;2048.41;2395.70;1959.00;
ОЭС Центра;22.12.2023;13;36120.03;35602.68;2145.94;2068.92;2420.11;1973.99;
ОЭС Центра;22.12.2023;14;36046.55;35292.26;2133.11;2056.07;2406.07;1963.39;
ОЭС Центра;22.12.2023;15;35987.48;35686.99;2101.66;2026.37;2368.67;1937.25;
ОЭС Центра;22.12.2023;16;36313.58;35883.85;2106.38;2042.38;2275.61;1958.43;
ОЭС Центра;22.12.2023;17;36419.96;35910.51;2129.76;2052.04;2407.21;1962.89;
ОЭС Центра;22.12.2023;18;36129.11;35825.98;2106.43;2031.57;2374.73;1943.70;
ОЭС Центра;22.12.2023;19;35516.08;34681.47;2096.26;2023.09;2353.02;1910.63;
ОЭС Центра;22.12.2023;20;34760.29;34447.83;1993.16;1926.26;2230.00;1837.01;
ОЭС Центра;22.12.2023;21;33979.61;33815.52;1917.17;1853.55;2146.39;1748.28;
ОЭС Центра;22.12.2023;22;32777.02;33355.47;1638.30;1584.96;1826.79;1496.08;
ОЭС Центра;22.12.2023;23;31258.11;32244.48;1359.88;1317.96;1503.37;1209.08;
ОЭС Центра;21.12.2023;0;30745.56;31203.28;1251.41;1209.48;1371.71;1110.25;
ОЭС Центра;21.12.2023;1;30142.69;30342.69;1194.87;1154.13;1301.20;1060.00;
ОЭС Центра;21.12.2023;2;29615.58;29969.74;1181.79;1140.88;1282.25;1040.44;
ОЭС Центра;21.12.2023;3;29445.21;30043.51;1192.00;1151.20;1291.57;1035.23;
ОЭС Центра;21.12.2023;4;29596.52;30801.50;1243.88;1202.81;1372.18;1103.84;
ОЭС Центра;21.12.2023;5;30250.65;32136.75;1346.65;1303.99;1497.42;1211.85;
ОЭС Центра;21.12.2023;6;31038.33;33190.97;1507.09;1459.30;1660.19;1383.32;
ОЭС Центра;21.12.2023;7;33073.04;34413.30;1826.29;1759.66;2037.28;1639.33;
ОЭС Центра;21.12.2023;8;34894.66;35185.77;1986.43;1914.87;2238.60;1811.84;
ОЭС Центра;21.12.2023;9;35960.51;36095.11;2042.00;1957.80;2347.97;1745.14;
ОЭС Центра;21.12.2023;10;36344.93;36158.48;2059.02;1973.68;2369.33;1779.07;
ОЭС Центра;21.12.2023;11;36212.35;35409.98;2084.21;2005.83;2362.22;1905.64;
ОЭС Центра;21.12.2023;12;35946.90;35455.58;2050.75;1974.69;2320.41;1875.73;
ОЭС Центра;21.12.2023;13;36091.40;35469.74;2085.46;2007.62;2361.41;1907.94;
ОЭС Центра;21.12.2023;14;36057.25;35460.74;2069.83;1992.30;2344.88;1894.44;
ОЭС Центра;21.12.2023;15;36062.01;36118.32;2032.29;1955.85;2302.73;1855.72;
ОЭС Центра;21.12.2023;16;36413.11;36374.27;2062.32;1978.92;2363.90;1875.29;
ОЭС Центра;21.12.2023;17;36513.03;36277.17;2072.41;1982.42;2414.12;1872.44;
ОЭС Центра;21.12.2023;18;36242.42;36162.44;2036.54;1955.92;2324.76;1850.86;
ОЭС Центра;21.12.2023;19;35699.94;35227.45;2024.51;1949.68;2287.55;1849.46;
ОЭС Центра;21.12.2023;20;34927.55;34628.57;1925.20;1855.51;2167.78;1759.37;
ОЭС Центра;21.12.2023;21;34082.98;34257.20;1729.58;1667.85;1949.63;1583.07;
ОЭС Центра;21.12.2023;22;32790.19;33356.14;1535.43;1484.29;1721.68;1408.52;
ОЭС Центра;21.12.2023;23;31251.85;31955.79;1292.73;1250.48;1438.48;1168.49;
ОЭС Центра;20.12.2023;0;31088.09;31155.78;1255.86;1213.88;1404.60;1115.32;
ОЭС Центра;20.12.2023;1;30397.02;30417.24;1201.98;1160.15;1335.80;1062.29;
ОЭС Центра;20.12.2023;2;29835.01;30186.43;1142.04;1102.53;1262.40;1002.66;
ОЭС Центра;20.12.2023;3;29657.86;30153.89;1137.40;1099.34;1255.20;981.10;
ОЭС Центра;20.12.2023;4;29745.24;30457.89;1217.13;1175.33;1341.90;1074.81;
ОЭС Центра;20.12.2023;5;30334.92;31706.89;1274.45;1233.34;1408.60;1145.39;
ОЭС Центра;20.12.2023;6;31024.40;33033.03;1508.93;1460.43;1686.20;1380.20;
ОЭС Центра;20.12.2023;7;32993.35;34212.04;1789.61;1718.11;2073.60;1418.09;
ОЭС Центра;20.12.2023;8;34772.88;35251.24;1978.26;1909.54;2266.40;1824.34;
ОЭС Центра;20.12.2023;9;35829.33;36054.97;2040.77;1961.42;2382.70;1850.74;
ОЭС Центра;20.12.2023;10;36233.83;36038.58;2066.70;1979.72;2446.90;1840.00;
ОЭС Центра;20.12.2023;11;36175.48;35358.51;2097.43;2020.29;2420.80;1928.59;
ОЭС Центра;20.12.2023;12;35888.31;35305.05;2041.16;1966.23;2353.40;1872.59;
ОЭС Центра;20.12.2023;13;36001.90;35302.05;2061.30;1985.20;2378.40;1889.15;
ОЭС Центра;20.12.2023;14;35921.67;35310.38;2041.28;1965.01;2354.10;1863.38;
ОЭС Центра;20.12.2023;15;35898.54;35946.11;2005.59;1928.22;2325.70;1825.38;
ОЭС Центра;20.12.2023;16;36231.95;36156.08;2035.88;1934.95;2534.00;1674.12;
ОЭС Центра;20.12.2023;17;36364.57;36110.25;2046.32;1949.12;2631.07;1722.82;
ОЭС Центра;20.12.2023;18;36115.27;36134.32;2007.79;1928.35;2299.81;1825.63;
ОЭС Центра;20.12.2023;19;35488.81;35021.88;1989.84;1916.40;2252.29;1819.23;
ОЭС Центра;20.12.2023;20;34783.95;34368.26;1860.26;1786.15;2129.07;1624.17;
ОЭС Центра;20.12.2023;21;33942.49;34057.17;1737.33;1665.09;2007.59;1402.72;
ОЭС Центра;20.12.2023;22;32674.15;33093.54;1506.75;1455.89;1688.20;1373.75;
ОЭС Центра;20.12.2023;23;31181.50;31688.07;1259.67;1217.64;1400.78;1107.33;
ОЭС Центра;19.12.2023;0;31269.21;31294.56;1199.95;1159.06;1335.55;1080.50;
ОЭС Центра;19.12.2023;1;30422.69;30837.90;1119.28;1081.14;1237.70;988.12;
ОЭС Центра;19.12.2023;2;29897.40;30540.07;1091.00;1054.09;1200.73;944.44;
ОЭС Центра;19.12.2023;3;29724.95;30565.78;1092.64;1056.10;1199.95;930.92;
ОЭС Центра;19.12.2023;4;29859.71;30878.90;1103.36;1066.72;1212.47;932.63;
ОЭС Центра;19.12.2023;5;30722.28;32055.85;1258.12;1217.98;1384.80;1085.66;
ОЭС Центра;19.12.2023;6;31446.16;33573.57;1501.86;1455.43;1666.79;1346.77;
ОЭС Центра;19.12.2023;7;33430.16;35216.83;1729.40;1671.08;1970.27;1584.82;
ОЭС Центра;19.12.2023;8;35280.32;36063.72;1957.69;1890.84;2242.32;1792.66;
ОЭС Центра;19.12.2023;9;36294.01;36941.05;2006.47;1934.71;2318.42;1831.70;
ОЭС Центра;19.12.2023;10;36706.58;37074.61;2035.03;1957.96;2358.80;1841.08;
ОЭС Центра;19.12.2023;11;36650.92;36424.28;2063.23;1988.65;2385.35;1887.37;
ОЭС Центра;19.12.2023;12;36529.65;36370.53;2049.39;1974.40;2368.90;1873.88;
ОЭС Центра;19.12.2023;13;36647.07;36405.56;2065.15;1990.64;2388.31;1888.48;
ОЭС Центра;19.12.2023;14;36552.42;36385.66;2063.18;1989.04;2365.71;1890.53;
ОЭС Центра;19.12.2023;15;36564.18;36962.01;2027.58;1951.70;2318.38;1840.73;
ОЭС Центра;19.12.2023;16;36877.40;37273.60;2087.10;1990.93;2426.89;1305.54;
ОЭС Центра;19.12.2023;17;36901.48;37050.14;2062.66;1986.54;2383.13;1889.22;
ОЭС Центра;19.12.2023;18;36575.97;36907.86;2033.38;1959.39;2345.78;1861.54;
ОЭС Центра;19.12.2023;19;35988.90;35893.21;2020.94;1947.73;2319.71;1855.43;
ОЭС Центра;19.12.2023;20;35313.14;35287.58;1920.31;1852.95;2199.24;1759.85;
ОЭС Центра;19.12.2023;21;34496.78;34875.60;1750.64;1689.72;2013.23;1607.14;
ОЭС Центра;19.12.2023;22;33186.93;33252.92;1503.38;1454.51;1715.44;1384.95;
ОЭС Центра;19.12.2023;23;31666.29;31683.44;1251.68;1209.64;1418.06;1110.88;
ОЭС Центра;18.12.2023;0;31421.72;30835.95;1222.16;1178.92;1385.13;1081.71;
ОЭС Центра;18.12.2023;1;30573.74;30428.55;1125.68;1085.84;1266.41;993.99;
ОЭС Центра;18.12.2023;2;30042.69;29926.72;1056.23;1018.37;1181.94;929.97;
ОЭС Центра;18.12.2023;3;29892.40;29871.56;1055.46;1017.97;1177.68;931.54;
ОЭС Центра;18.12.2023;4;30047.40;30216.26;1087.52;1049.36;1210.00;929.85;
ОЭС Центра;18.12.2023;5;30976.91;31590.92;1233.20;1192.06;1377.97;1095.42;
ОЭС Центра;18.12.2023;6;31889.01;33253.42;1479.36;1431.06;1668.25;1333.10;
ОЭС Центра;18.12.2023;7;33992.56;34538.88;1773.59;1711.86;2015.95;1610.56;
ОЭС Центра;18.12.2023;8;35885.68;35953.92;1990.42;1919.64;2277.06;1817.53;
ОЭС Центра;18.12.2023;9;37069.10;37019.21;2037.03;1961.21;2350.39;1868.70;
ОЭС Центра;18.12.2023;10;37523.93;37093.80;2071.00;1984.37;2422.10;1824.72;
ОЭС Центра;18.12.2023;11;37469.83;36386.35;2091.89;2011.98;2454.17;1905.00;
ОЭС Центра;18.12.2023;12;37201.25;36345.34;2075.97;1997.62;2397.17;1891.69;
ОЭС Центра;18.12.2023;13;37341.60;36372.52;2093.13;2013.68;2418.37;1905.00;
ОЭС Центра;18.12.2023;14;37271.04;36364.36;2085.45;2006.46;2407.92;1899.88;
ОЭС Центра;18.12.2023;15;37210.52;36944.99;2059.77;1974.71;2422.74;1861.51;
ОЭС Центра;18.12.2023;16;37522.55;37233.93;2158.61;2025.30;2672.76;923.34;
ОЭС Центра;18.12.2023;17;37602.18;37324.83;2165.55;2021.03;2697.60;580.82;
ОЭС Центра;18.12.2023;18;37301.53;37067.15;2110.80;1986.88;2608.28;928.19;
ОЭС Центра;18.12.2023;19;36649.08;36052.24;2025.71;1950.20;2330.44;1853.27;
ОЭС Центра;18.12.2023;20;35718.75;35661.87;1929.79;1860.15;2210.47;1769.62;
ОЭС Центра;18.12.2023;21;34857.94;34535.05;1779.03;1714.39;2046.39;1621.62;
ОЭС Центра;18.12.2023;22;33507.40;33375.32;1505.68;1454.79;1720.45;1367.33;
ОЭС Центра;18.12.2023;23;32814.17;32504.62;1259.68;1218.80;1413.01;1148.79;
ОЭС Центра;17.12.2023;0;32532.04;31713.76;1292.60;1251.65;1474.85;1172.60;
ОЭС Центра;17.12.2023;1;31614.69;30997.20;1255.41;1215.41;1424.44;1133.78;
ОЭС Центра;17.12.2023;2;31009.86;30376.24;1216.55;1177.41;1373.88;1084.57;
ОЭС Центра;17.12.2023;3;30799.86;30254.56;1190.20;1151.78;1343.71;1027.32;
ОЭС Центра;17.12.2023;4;30820.60;30254.58;1189.59;1150.94;1342.85;1033.35;
ОЭС Центра;17.12.2023;5;31295.81;30433.04;1236.54;1195.87;1403.69;1099.04;
ОЭС Центра;17.12.2023;6;30988.70;31471.05;1284.62;1244.55;1465.50;1103.97;
ОЭС Центра;17.12.2023;7;31770.75;32329.01;1497.57;1424.28;1707.33;1173.84;
ОЭС Центра;17.12.2023;8;33034.62;33409.90;1719.75;1661.61;1977.10;1492.46;
ОЭС Центра;17.12.2023;9;34189.83;34606.67;1888.76;1808.57;2131.43;1475.65;
ОЭС Центра;17.12.2023;10;35100.27;34947.56;1935.53;1860.95;2191.25;1498.48;
ОЭС Центра;17.12.2023;11;35434.39;34992.07;1960.07;1880.39;2249.46;1505.41;
ОЭС Центра;17.12.2023;12;35446.75;35014.08;1963.76;1883.91;2248.63;1507.57;
ОЭС Центра;17.12.2023;13;35429.87;35126.43;1973.76;1894.75;2246.77;1513.27;
ОЭС Центра;17.12.2023;14;35398.34;35543.18;1962.02;1880.26;2250.33;1504.96;
ОЭС Центра;17.12.2023;15;35463.71;35952.68;1964.65;1876.27;2325.23;1486.03;
ОЭС Центра;17.12.2023;16;36045.08;36074.26;1981.98;1901.81;2260.18;1215.33;
ОЭС Центра;17.12.2023;17;36458.11;36179.87;2053.37;1949.16;2498.23;1171.06;
ОЭС Центра;17.12.2023;18;36355.15;35952.07;2108.04;1961.96;2601.62;890.63;
ОЭС Центра;17.12.2023;19;35866.16;35660.71;1968.92;1886.70;2256.11;1217.76;
ОЭС Центра;17.12.2023;20;35231.00;34682.38;1911.99;1833.71;2203.07;1486.94;
ОЭС Центра;17.12.2023;21;34443.16;33707.76;1790.17;1726.04;2078.78;1629.09;
ОЭС Центра;17.12.2023;22;33273.66;32762.70;1520.16;1469.69;1753.17;1389.11;
ОЭС Центра;17.12.2023;23;32704.78;31687.35;1293.26;1251.53;1476.35;1173.57;
ОЭС Центра;16.12.2023;0;33117.14;32366.51;1270.93;1226.82;1420.12;1134.54;
ОЭС Центра;16.12.2023;1;32198.37;31386.64;1231.16;1189.34;1370.99;1043.06;
ОЭС Центра;16.12.2023;2;31591.60;30689.06;1210.78;1171.14;1343.14;1026.62;
ОЭС Центра;16.12.2023;3;31362.34;30608.89;1177.64;1139.18;1305.28;979.92;
ОЭС Центра;16.12.2023;4;31388.86;30737.22;1213.70;1174.31;1345.72;1007.51;
ОЭС Центра;16.12.2023;5;31940.97;31654.73;1278.79;1238.93;1430.36;1072.07;
ОЭС Центра;16.12.2023;6;31812.06;32544.36;1401.44;1342.39;1573.09;1164.75;
ОЭС Центра;16.12.2023;7;32959.29;34106.72;1556.70;1472.94;1763.06;1145.50;
ОЭС Центра;16.12.2023;8;34521.03;34944.00;1895.69;1789.14;2120.01;1366.58;
ОЭС Центра;16.12.2023;9;35735.43;35436.56;1967.27;1879.27;2171.38;1620.77;
ОЭС Центра;16.12.2023;10;36607.29;35875.96;2030.49;1942.57;2202.31;1640.90;
ОЭС Центра;16.12.2023;11;36859.13;35933.73;2032.82;1959.33;2205.01;1757.72;
ОЭС Центра;16.12.2023;12;36803.16;35757.65;2025.09;1936.43;2208.09;1650.03;
ОЭС Центра;16.12.2023;13;36772.62;35811.88;2027.32;1938.99;2205.76;1647.49;
ОЭС Центра;16.12.2023;14;36685.20;36327.82;1990.32;1906.27;2199.50;1520.86;
ОЭС Центра;16.12.2023;15;36706.52;36741.02;2018.56;1916.01;2448.37;1662.14;
ОЭС Центра;16.12.2023;16;37239.66;37285.78;2121.82;2002.75;2545.09;1661.23;
ОЭС Центра;16.12.2023;17;37517.92;37605.83;2152.58;2018.70;2614.32;1504.53;
ОЭС Центра;16.12.2023;18;37256.93;37395.38;2126.40;1999.63;2568.90;1556.22;
ОЭС Центра;16.12.2023;19;36609.21;36437.19;2042.34;1925.48;2466.59;1553.79;
ОЭС Центра;16.12.2023;20;36008.11;35069.09;1902.92;1819.63;2235.13;1478.15;
ОЭС Центра;16.12.2023;21;35305.50;34137.06;1793.42;1728.27;2062.28;1614.13;
ОЭС Центра;16.12.2023;22;34154.35;33244.22;1490.53;1441.94;1698.94;1291.74;
ОЭС Центра;16.12.2023;23;33710.53;32330.39;1355.56;1312.72;1529.55;1136.20;
ОЭС Центра;15.12.2023;0;33115.26;32576.78;1202.58;1159.58;1334.79;1064.93;
ОЭС Центра;15.12.2023;1;32262.14;31695.22;1144.50;1102.37;1264.39;1010.25;
ОЭС Центра;15.12.2023;2;31750.54;31455.06;1103.11;1063.04;1215.13;972.79;
ОЭС Центра;15.12.2023;3;31578.60;31386.27;1089.57;1040.02;1197.25;937.04;
ОЭС Центра;15.12.2023;4;31707.97;31665.92;1113.27;934.93;1244.61;4.21;
ОЭС Центра;15.12.2023;5;32609.30;33337.17;1241.58;1055.11;1406.86;4.77;
ОЭС Центра;15.12.2023;6;33427.51;35590.12;1463.46;1255.57;1673.26;3.72;
ОЭС Центра;15.12.2023;7;35465.45;36898.32;1850.85;1747.24;2078.04;1341.86;
ОЭС Центра;15.12.2023;8;37321.20;37692.83;2058.65;1947.69;2282.17;1544.16;
ОЭС Центра;15.12.2023;9;38439.31;38646.30;2085.88;2024.40;2246.21;1905.00;
ОЭС Центра;15.12.2023;10;38879.58;38810.89;2111.23;2041.73;2284.76;1905.00;
ОЭС Центра;15.12.2023;11;38801.96;38132.90;2115.86;2052.02;2288.24;1905.00;
ОЭС Центра;15.12.2023;12;38575.42;38094.79;2108.53;2040.40;2284.79;1905.00;
ОЭС Центра;15.12.2023;13;38711.06;38133.91;2117.60;2054.24;2295.49;1905.00;
ОЭС Центра;15.12.2023;14;38619.53;38123.47;2118.36;2056.71;2295.18;1905.00;
ОЭС Центра;15.12.2023;15;38588.73;38540.54;2080.87;2002.93;2281.24;1888.34;
ОЭС Центра;15.12.2023;16;38905.42;38955.48;2148.71;2050.73;2502.38;1895.76;
ОЭС Центра;15.12.2023;17;38925.14;39123.91;2146.51;2040.21;2521.07;1813.72;
ОЭС Центра;15.12.2023;18;38595.08;38343.17;2142.18;2047.23;2471.76;1905.00;
ОЭС Центра;15.12.2023;19;37961.48;37188.03;2080.74;2001.62;2378.07;1895.77;
ОЭС Центра;15.12.2023;20;37196.76;36749.72;1927.17;1857.32;2134.20;1751.90;
ОЭС Центра;15.12.2023;21;36355.93;36147.05;1783.66;1718.05;2032.68;1620.08;
ОЭС Центра;15.12.2023;22;35031.48;34445.23;1568.24;1514.08;1777.57;1417.29;
ОЭС Центра;15.12.2023;23;34372.72;33542.75;1334.11;1290.89;1480.18;1180.92;
ОЭС Центра;14.12.2023;0;33072.06;32129.06;1189.18;1144.68;1323.14;1046.06;
ОЭС Центра;14.12.2023;1;32185.97;31637.36;1111.43;1069.92;1230.53;976.78;
ОЭС Центра;14.12.2023;2;31665.35;31479.81;1064.93;1020.26;1175.98;939.16;
ОЭС Центра;14.12.2023;3;31521.49;31403.12;1037.20;868.20;1160.16;3.64;
ОЭС Центра;14.12.2023;4;31685.80;31548.77;1081.87;908.29;1216.80;4.07;
ОЭС Центра;14.12.2023;5;32583.59;33201.48;1242.67;1054.60;1417.19;4.29;
ОЭС Центра;14.12.2023;6;33439.20;34806.24;1548.18;1466.80;1735.10;1178.85;
ОЭС Центра;14.12.2023;7;35545.27;36552.89;1796.65;1705.19;2029.92;1399.94;
ОЭС Центра;14.12.2023;8;37492.25;37555.08;2015.34;1943.92;2195.72;1796.81;
ОЭС Центра;14.12.2023;9;38601.86;38514.47;2073.44;1991.95;2349.15;1828.48;
ОЭС Центра;14.12.2023;10;39081.28;38706.74;2140.96;2041.20;2474.09;1824.57;
ОЭС Центра;14.12.2023;11;38992.24;37898.29;2141.03;2057.21;2445.55;1904.21;
ОЭС Центра;14.12.2023;12;38725.97;37949.92;2082.62;2002.19;2376.85;1847.47;
ОЭС Центра;14.12.2023;13;38813.37;37980.94;2105.41;2023.51;2405.56;1868.99;
ОЭС Центра;14.12.2023;14;38772.94;37872.10;2135.46;2052.77;2439.18;1899.57;
ОЭС Центра;14.12.2023;15;38759.68;38591.43;2060.70;1978.95;2355.92;1810.57;
ОЭС Центра;14.12.2023;16;39089.67;39373.37;2151.84;2037.89;2643.14;1679.73;
ОЭС Центра;14.12.2023;17;39090.07;39455.85;2146.26;2026.49;2645.54;1594.58;
ОЭС Центра;14.12.2023;18;38813.13;39153.67;2144.92;2031.50;2634.79;1669.21;
ОЭС Центра;14.12.2023;19;38171.56;37777.52;2030.42;1955.97;2196.43;1805.83;
ОЭС Центра;14.12.2023;20;37379.87;37556.58;1972.98;1900.65;2233.40;1758.87;
ОЭС Центра;14.12.2023;21;36468.50;36750.92;1812.34;1744.80;2066.65;1620.67;
ОЭС Центра;14.12.2023;22;35102.63;35366.46;1523.31;1471.49;1725.19;1390.34;
ОЭС Центра;14.12.2023;23;34331.59;33895.26;1329.90;1285.43;1485.77;1192.16;
ОЭС Центра;13.12.2023;0;32735.88;31908.86;1136.56;1095.23;1262.48;1005.38;
ОЭС Центра;13.12.2023;1;31884.80;31668.26;1049.16;1011.57;1160.20;930.11;
ОЭС Центра;13.12.2023;2;31354.73;31233.36;1012.10;976.08;1114.34;894.00;
ОЭС Центра;13.12.2023;3;31197.60;31223.36;1001.15;965.67;1102.30;885.10;
ОЭС Центра;13.12.2023;4;31368.22;31474.00;1036.21;999.18;1142.65;917.64;
ОЭС Центра;13.12.2023;5;32280.35;32257.69;1183.54;1142.10;1315.99;1053.09;
ОЭС Центра;13.12.2023;6;33115.90;34000.91;1375.74;1331.17;1540.69;1244.49;
ОЭС Центра;13.12.2023;7;35241.93;35517.67;1725.86;1663.94;1952.66;1567.76;
ОЭС Центра;13.12.2023;8;37188.75;37261.02;1952.87;1879.08;2228.22;1763.18;
ОЭС Центра;13.12.2023;9;38284.22;38294.24;2018.99;1924.61;2329.28;1761.68;
ОЭС Центра;13.12.2023;10;38742.87;38322.51;2046.95;1946.82;2405.80;1775.92;
ОЭС Центра;13.12.2023;11;38711.22;37687.40;2079.09;1984.76;2388.05;1834.59;
