ОЭС;Дата;Час;Объем полного планового потребления, МВт*ч;Объем планового производства, МВт*ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт*ч;Индекс равновесных цен на продажу электроэнергии, руб.МВт*ч;Максимальный индекс равновесной цены, руб.МВт*ч;Минимальный индекс равновесной цены, руб.МВт*ч;
ОЭС Центра;08.05.2023;19;27455.18;25772.54;1862.31;1776.07;2256.05;1246.08;
ОЭС Центра;08.05.2023;20;28037.76;26123.36;1890.56;1805.80;2250.68;1418.58;
ОЭС Центра;08.05.2023;21;27833.78;25683.95;1914.60;1822.12;2463.57;1127.49;
ОЭС Центра;08.05.2023;22;26660.97;23598.72;1728.86;1666.73;1928.29;1564.60;
ОЭС Центра;08.05.2023;23;26223.80;22811.70;1596.52;1544.65;1749.10;1471.72;
ОЭС Центра;07.05.2023;0;25370.06;22525.07;1474.46;1429.58;1605.88;1302.38;
ОЭС Центра;07.05.2023;1;24593.97;22165.07;1326.53;1287.38;1438.58;1164.55;
ОЭС Центра;07.05.2023;2;24160.14;21909.88;1204.95;1169.81;1302.46;1061.58;
ОЭС Центра;07.05.2023;3;23926.78;21716.71;1156.78;1123.16;1250.37;1007.68;
ОЭС Центра;07.05.2023;4;23749.91;21716.71;1135.74;1102.97;1225.54;1052.27;
ОЭС Центра;07.05.2023;5;23755.65;21856.59;1095.74;1063.89;1185.04;1026.12;
ОЭС Центра;07.05.2023;6;23405.74;22066.34;1201.07;1167.37;1316.95;1131.60;
ОЭС Центра;07.05.2023;7;24017.74;22341.52;1300.05;1262.94;1454.01;1223.33;
ОЭС Центра;07.05.2023;8;25349.46;22747.35;1486.55;1442.04;1711.24;1383.30;
ОЭС Центра;07.05.2023;9;26318.37;23549.45;1647.96;1600.16;1855.52;1531.96;
ОЭС Центра;07.05.2023;10;26936.30;24273.01;1685.59;1637.31;1916.15;1566.97;
ОЭС Центра;07.05.2023;11;27062.27;24330.87;1695.45;1646.89;1907.72;1577.30;
ОЭС Центра;07.05.2023;12;26986.34;24262.46;1688.84;1640.61;1896.26;1572.18;
ОЭС Центра;07.05.2023;13;26949.72;24225.14;1680.57;1632.39;1889.77;1565.57;
ОЭС Центра;07.05.2023;14;26834.46;24151.33;1670.57;1622.08;1887.19;1555.12;
ОЭС Центра;07.05.2023;15;26715.66;24013.83;1664.86;1616.30;1883.05;1549.70;
ОЭС Центра;07.05.2023;16;26693.31;24033.15;1651.97;1603.04;1867.94;1535.37;
ОЭС Центра;07.05.2023;17;26662.82;24152.85;1635.72;1581.45;1866.12;1503.42;
ОЭС Центра;07.05.2023;18;26786.44;24338.34;1667.91;1612.55;1932.87;1532.04;
ОЭС Центра;07.05.2023;19;27131.22;25270.77;1726.25;1665.29;1939.44;1565.55;
ОЭС Центра;07.05.2023;20;27862.08;25562.92;1865.49;1796.88;2088.77;1639.94;
ОЭС Центра;07.05.2023;21;27615.06;25362.98;1849.50;1771.80;2215.77;1405.98;
ОЭС Центра;07.05.2023;22;26372.71;22985.15;1673.62;1620.54;1865.43;1547.06;
ОЭС Центра;07.05.2023;23;25900.29;22537.39;1494.88;1448.43;1629.76;1390.89;
ОЭС Центра;06.05.2023;0;25028.24;22022.10;1516.33;1470.02;1649.97;1320.02;
ОЭС Центра;06.05.2023;1;24281.35;21709.10;1438.88;1395.85;1561.01;1249.06;
ОЭС Центра;06.05.2023;2;23826.27;21679.82;1324.94;1285.91;1433.40;1157.32;
ОЭС Центра;06.05.2023;3;23624.71;21461.96;1211.24;1175.67;1309.87;1041.62;
ОЭС Центра;06.05.2023;4;23479.86;21502.96;1209.41;1174.17;1305.80;1127.48;
ОЭС Центра;06.05.2023;5;23612.73;21762.02;1304.94;1266.12;1414.45;1213.28;
ОЭС Центра;06.05.2023;6;23490.31;21833.02;1355.49;1315.49;1493.37;1265.20;
ОЭС Центра;06.05.2023;7;24476.62;22502.90;1474.53;1430.67;1648.80;1379.96;
ОЭС Центра;06.05.2023;8;26087.44;24166.84;1772.16;1718.27;1989.68;1642.64;
ОЭС Центра;06.05.2023;9;27227.26;24979.91;1927.44;1867.67;2202.26;1782.19;
ОЭС Центра;06.05.2023;10;27638.57;25120.07;2006.27;1942.24;2317.17;1856.27;
ОЭС Центра;06.05.2023;11;27640.98;25048.65;1981.85;1920.28;2307.70;1837.51;
ОЭС Центра;06.05.2023;12;27455.82;24972.10;1926.92;1870.20;2187.65;1793.73;
ОЭС Центра;06.05.2023;13;27374.85;24970.03;1924.04;1864.34;2191.42;1785.08;
ОЭС Центра;06.05.2023;14;27120.77;24815.29;1905.74;1846.34;2179.11;1767.81;
ОЭС Центра;06.05.2023;15;26932.79;24611.12;1899.14;1839.38;2167.66;1760.58;
ОЭС Центра;06.05.2023;16;26827.11;24830.26;1866.80;1806.24;2115.97;1722.32;
ОЭС Центра;06.05.2023;17;26788.44;25194.51;1832.93;1772.15;2055.11;1677.72;
ОЭС Центра;06.05.2023;18;26761.98;25208.36;1829.13;1768.44;2050.77;1673.49;
ОЭС Центра;06.05.2023;19;26844.07;25448.11;1876.84;1813.45;2083.03;1711.29;
ОЭС Центра;06.05.2023;20;27832.42;25981.32;1975.57;1895.26;2236.15;1545.71;
ОЭС Центра;06.05.2023;21;27768.10;25741.94;1957.33;1879.99;2228.88;1612.48;
ОЭС Центра;06.05.2023;22;26512.31;23770.77;1820.17;1759.83;2021.86;1676.94;
ОЭС Центра;06.05.2023;23;26028.46;22809.20;1643.21;1591.07;1798.10;1507.16;
ОЭС Центра;05.05.2023;0;24968.58;22439.82;1396.17;1355.67;1515.15;1308.82;
ОЭС Центра;05.05.2023;1;24261.58;22214.11;1210.47;1176.12;1311.54;1132.95;
ОЭС Центра;05.05.2023;2;23847.41;22130.76;1135.82;1103.98;1228.90;1063.66;
ОЭС Центра;05.05.2023;3;23720.76;22162.33;1113.98;1082.92;1204.79;977.09;
ОЭС Центра;05.05.2023;4;23604.97;22176.23;1162.04;1129.55;1255.09;1096.72;
ОЭС Центра;05.05.2023;5;23849.72;22596.64;1276.40;1240.66;1383.57;1199.57;
ОЭС Центра;05.05.2023;6;24344.07;22969.87;1407.06;1367.23;1559.86;1317.23;
ОЭС Центра;05.05.2023;7;25929.35;23740.20;1640.11;1590.46;1845.80;1523.83;
ОЭС Центра;05.05.2023;8;27612.23;25708.50;1833.46;1771.57;2097.96;1683.71;
ОЭС Центра;05.05.2023;9;28614.29;26570.61;1906.23;1838.95;2177.25;1740.96;
ОЭС Центра;05.05.2023;10;28719.88;26897.04;1977.17;1900.23;2218.90;1742.17;
ОЭС Центра;05.05.2023;11;28536.18;26131.64;2001.81;1936.54;2310.37;1858.48;
ОЭС Центра;05.05.2023;12;28296.49;25733.94;1976.48;1914.48;2216.00;1841.94;
ОЭС Центра;05.05.2023;13;28413.96;25728.72;1996.69;1937.96;2220.08;1864.95;
ОЭС Центра;05.05.2023;14;28287.20;25546.69;1978.10;1916.41;2192.77;1840.77;
ОЭС Центра;05.05.2023;15;28027.19;25336.60;1939.20;1879.14;2147.40;1806.50;
ОЭС Центра;05.05.2023;16;27791.94;25206.65;1909.52;1850.81;2102.90;1775.48;
ОЭС Центра;05.05.2023;17;27639.89;25114.24;1901.12;1840.90;2097.25;1759.70;
ОЭС Центра;05.05.2023;18;27720.99;25003.54;1903.87;1842.55;2110.50;1760.13;
ОЭС Центра;05.05.2023;19;28028.02;25890.44;1893.33;1826.38;2110.16;1712.00;
ОЭС Центра;05.05.2023;20;28686.42;26425.19;1981.72;1905.43;2222.74;1734.81;
ОЭС Центра;05.05.2023;21;28424.08;25567.13;1990.78;1926.23;2246.68;1830.55;
ОЭС Центра;05.05.2023;22;26977.05;23885.58;1817.48;1753.86;2028.97;1644.40;
ОЭС Центра;05.05.2023;23;26188.88;22942.87;1625.22;1574.84;1791.80;1482.08;
ОЭС Центра;04.05.2023;0;24863.18;22239.98;1198.59;1164.36;1309.96;1008.02;
ОЭС Центра;04.05.2023;1;24139.20;21628.27;1093.01;1061.38;1191.58;890.93;
ОЭС Центра;04.05.2023;2;23706.03;21354.51;1017.72;987.59;1111.94;816.62;
ОЭС Центра;04.05.2023;3;23541.55;21356.41;1000.93;971.26;1094.71;810.59;
ОЭС Центра;04.05.2023;4;23450.86;21393.55;1055.36;1024.42;1150.77;974.58;
ОЭС Центра;04.05.2023;5;23635.46;22226.03;1111.52;1080.59;1208.70;1048.99;
ОЭС Центра;04.05.2023;6;24171.98;22469.17;1320.39;1282.96;1457.63;1240.91;
ОЭС Центра;04.05.2023;7;25807.28;23350.75;1625.50;1576.70;1794.36;1505.41;
ОЭС Центра;04.05.2023;8;27426.94;25128.64;1729.16;1672.61;1935.18;1592.59;
ОЭС Центра;04.05.2023;9;28400.36;25885.63;1900.71;1830.37;2146.76;1700.47;
ОЭС Центра;04.05.2023;10;28514.94;25969.84;1890.13;1820.21;2129.63;1678.26;
ОЭС Центра;04.05.2023;11;28298.95;25390.71;1963.55;1910.27;2126.81;1803.27;
ОЭС Центра;04.05.2023;12;27958.60;24978.32;1965.14;1910.93;2125.95;1808.14;
ОЭС Центра;04.05.2023;13;28063.75;24996.75;1978.28;1924.99;2139.90;1820.09;
ОЭС Центра;04.05.2023;14;27950.26;24952.82;1954.30;1899.50;2117.10;1799.76;
ОЭС Центра;04.05.2023;15;27705.24;24727.84;1906.45;1856.85;2056.85;1767.80;
ОЭС Центра;04.05.2023;16;27456.02;24474.84;1853.20;1805.94;2002.14;1730.39;
ОЭС Центра;04.05.2023;17;27231.43;24466.84;1811.51;1753.50;2014.52;1668.59;
ОЭС Центра;04.05.2023;18;27321.96;24890.83;1764.91;1704.94;1967.23;1592.99;
ОЭС Центра;04.05.2023;19;27416.26;25590.52;1804.36;1737.50;2081.43;1576.45;
ОЭС Центра;04.05.2023;20;28157.52;26113.45;1921.92;1842.11;2193.40;1600.05;
ОЭС Центра;04.05.2023;21;27895.09;24828.92;1939.49;1875.41;2160.47;1761.06;
ОЭС Центра;04.05.2023;22;26553.56;23404.72;1666.69;1615.00;1844.21;1544.79;
ОЭС Центра;04.05.2023;23;25890.59;22639.30;1478.79;1435.12;1629.10;1328.99;
ОЭС Центра;03.05.2023;0;24832.15;22304.18;1230.73;1195.77;1341.53;1016.22;
ОЭС Центра;03.05.2023;1;24081.04;21794.42;1092.28;1061.22;1185.56;879.29;
ОЭС Центра;03.05.2023;2;23707.28;21482.23;1069.75;1038.97;1160.73;848.44;
ОЭС Центра;03.05.2023;3;23573.91;21488.36;1071.84;1041.12;1162.69;922.03;
ОЭС Центра;03.05.2023;4;23465.96;21684.75;1092.31;1061.63;1180.85;944.48;
ОЭС Центра;03.05.2023;5;23800.56;22321.38;1195.22;1162.63;1293.64;1129.32;
ОЭС Центра;03.05.2023;6;24400.06;22716.54;1381.66;1342.92;1508.97;1295.18;
ОЭС Центра;03.05.2023;7;25852.35;23469.14;1607.19;1567.84;1750.02;1510.34;
ОЭС Центра;03.05.2023;8;27482.96;25030.33;1826.01;1778.64;2004.43;1710.88;
ОЭС Центра;03.05.2023;9;28447.44;25830.32;1925.24;1867.98;2099.14;1792.64;
ОЭС Центра;03.05.2023;10;28648.64;25983.65;1934.33;1878.35;2119.31;1802.33;
ОЭС Центра;03.05.2023;11;28455.40;25443.35;1931.64;1876.95;2094.29;1806.17;
ОЭС Центра;03.05.2023;12;28194.48;25023.61;1927.91;1873.40;2069.62;1804.21;
ОЭС Центра;03.05.2023;13;28367.62;25139.56;1949.29;1893.56;2096.18;1822.92;
ОЭС Центра;03.05.2023;14;28325.30;25046.05;1932.17;1877.90;2073.24;1807.53;
ОЭС Центра;03.05.2023;15;28185.31;24970.20;1929.02;1874.46;2068.48;1802.81;
ОЭС Центра;03.05.2023;16;27975.67;24884.33;1924.64;1869.85;2061.65;1797.83;
ОЭС Центра;03.05.2023;17;27831.49;24786.37;1919.47;1863.90;2056.02;1790.26;
ОЭС Центра;03.05.2023;18;27855.34;24983.07;1897.17;1842.17;2034.15;1766.33;
ОЭС Центра;03.05.2023;19;27858.44;25536.95;1900.74;1844.14;2035.58;1758.21;
ОЭС Центра;03.05.2023;20;28260.08;25653.84;1939.78;1873.68;2167.06;1779.97;
ОЭС Центра;03.05.2023;21;27855.40;24801.13;1950.85;1888.59;2178.49;1788.28;
ОЭС Центра;03.05.2023;22;26448.97;23481.89;1698.25;1645.91;1883.37;1572.65;
ОЭС Центра;03.05.2023;23;25779.15;22731.02;1442.02;1399.85;1584.43;1287.92;
ОЭС Центра;02.05.2023;0;24383.17;22317.25;1370.01;1333.14;1484.70;1140.71;
ОЭС Центра;02.05.2023;1;23706.05;21922.31;1192.98;1161.16;1306.60;983.64;
ОЭС Центра;02.05.2023;2;23370.14;21762.31;1100.89;1071.61;1200.09;903.19;
ОЭС Центра;02.05.2023;3;23246.76;21693.26;1100.66;1071.09;1188.72;969.48;
ОЭС Центра;02.05.2023;4;23297.75;21950.88;1127.15;1097.32;1216.24;991.85;
ОЭС Центра;02.05.2023;5;23505.03;22220.76;1241.54;1208.22;1372.18;1172.12;
ОЭС Центра;02.05.2023;6;24135.77;22848.94;1452.50;1412.74;1634.07;1362.46;
ОЭС Центра;02.05.2023;7;25866.17;23689.15;1720.50;1670.13;1968.00;1597.07;
ОЭС Центра;02.05.2023;8;27486.62;25459.24;1903.95;1843.34;2194.65;1749.21;
ОЭС Центра;02.05.2023;9;28341.03;26523.38;1944.29;1875.34;2279.62;1728.29;
ОЭС Центра;02.05.2023;10;28486.95;26448.43;1950.15;1876.95;2277.12;1692.36;
ОЭС Центра;02.05.2023;11;28179.35;25750.39;1941.67;1879.42;2260.55;1794.13;
ОЭС Центра;02.05.2023;12;27900.76;25356.92;1945.95;1885.09;2216.96;1802.92;
ОЭС Центра;02.05.2023;13;28061.51;25515.94;1952.43;1891.70;2241.52;1808.31;
ОЭС Центра;02.05.2023;14;27986.05;25111.69;1933.03;1870.93;2239.78;1788.03;
ОЭС Центра;02.05.2023;15;27783.39;24961.07;1892.28;1831.35;2242.42;1745.26;
ОЭС Центра;02.05.2023;16;27515.65;24763.57;1854.02;1795.21;2182.43;1714.00;
ОЭС Центра;02.05.2023;17;27290.96;24767.54;1841.06;1783.30;2141.94;1704.88;
ОЭС Центра;02.05.2023;18;27346.39;25249.78;1840.32;1779.16;2063.16;1681.04;
ОЭС Центра;02.05.2023;19;27375.04;25971.89;1845.64;1776.22;2058.19;1622.70;
ОЭС Центра;02.05.2023;20;27968.55;26092.89;1944.58;1861.80;2196.63;1574.38;
ОЭС Центра;02.05.2023;21;27568.76;24804.76;1919.68;1856.95;2170.58;1743.63;
ОЭС Центра;02.05.2023;22;26046.45;23183.54;1695.16;1644.21;1870.66;1571.28;
ОЭС Центра;02.05.2023;23;25364.33;22840.12;1376.41;1337.31;1503.49;1267.35;
ОЭС Центра;01.05.2023;0;24766.38;22317.80;1558.86;1512.87;1732.39;1312.83;
ОЭС Центра;01.05.2023;1;24039.27;21964.80;1426.62;1385.79;1574.99;1147.82;
ОЭС Центра;01.05.2023;2;23621.35;21958.12;1335.25;1297.57;1453.34;1072.97;
ОЭС Центра;01.05.2023;3;23435.96;21894.72;1267.01;1233.76;1354.18;1002.00;
ОЭС Центра;01.05.2023;4;23337.75;21792.29;1249.55;1215.15;1344.45;980.94;
ОЭС Центра;01.05.2023;5;23269.70;21920.65;1261.17;1226.43;1377.91;994.65;
ОЭС Центра;01.05.2023;6;22970.94;22131.13;1295.17;1259.75;1426.83;1026.72;
ОЭС Центра;01.05.2023;7;23889.30;22435.91;1466.66;1425.37;1623.39;1166.14;
ОЭС Центра;01.05.2023;8;25188.74;23388.13;1725.56;1673.73;1941.98;1395.82;
ОЭС Центра;01.05.2023;9;26104.23;24132.99;1901.50;1843.70;2090.73;1584.12;
ОЭС Центра;01.05.2023;10;26414.62;24524.32;1915.74;1858.31;2105.92;1668.85;
ОЭС Центра;01.05.2023;11;26386.95;24428.05;1911.62;1854.16;2102.10;1634.40;
ОЭС Центра;01.05.2023;12;26232.82;24111.67;1898.50;1840.86;2088.52;1625.91;
ОЭС Центра;01.05.2023;13;26248.35;24064.67;1897.73;1840.03;2086.38;1618.75;
ОЭС Центра;01.05.2023;14;26177.13;23812.89;1881.60;1824.26;2085.60;1574.74;
ОЭС Центра;01.05.2023;15;26102.85;23980.87;1881.05;1815.13;2083.16;1550.22;
ОЭС Центра;01.05.2023;16;26013.84;24668.27;1879.45;1801.45;2179.25;1492.48;
ОЭС Центра;01.05.2023;17;26123.22;24922.73;1894.96;1814.66;2179.25;1514.58;
ОЭС Центра;01.05.2023;18;26242.90;25499.42;1941.40;1858.03;2181.11;1552.57;
ОЭС Центра;01.05.2023;19;26507.57;25782.97;2024.71;1930.28;2313.45;1502.71;
ОЭС Центра;01.05.2023;20;27383.46;25979.96;2175.85;2064.51;2546.39;1168.38;
ОЭС Центра;01.05.2023;21;27102.93;24984.42;2050.03;1977.80;2287.14;1729.07;
ОЭС Центра;01.05.2023;22;25676.35;23445.50;1869.85;1809.61;2081.34;1581.04;
ОЭС Центра;01.05.2023;23;25190.48;22644.96;1675.56;1627.50;1801.59;1408.61;
ОЭС Центра;30.04.2023;0;24938.53;22131.59;1627.49;1580.43;1793.29;1409.30;
ОЭС Центра;30.04.2023;1;24222.94;21943.74;1460.24;1423.55;1596.09;1222.49;
ОЭС Центра;30.04.2023;2;23796.30;21933.11;1322.67;1288.23;1450.46;1085.33;
ОЭС Центра;30.04.2023;3;23607.63;21898.31;1271.94;1236.33;1401.43;1047.28;
ОЭС Центра;30.04.2023;4;23560.17;21898.31;1270.66;1235.18;1398.56;1035.14;
ОЭС Центра;30.04.2023;5;23453.83;21892.31;1306.64;1270.07;1438.54;1063.97;
ОЭС Центра;30.04.2023;6;23162.91;21886.36;1315.96;1279.19;1461.87;1067.30;
ОЭС Центра;30.04.2023;7;23957.95;22381.96;1443.46;1402.18;1619.46;1216.48;
ОЭС Центра;30.04.2023;8;25241.19;23484.89;1689.83;1641.72;1899.00;1529.25;
ОЭС Центра;30.04.2023;9;26175.26;24099.21;1853.78;1798.89;2085.59;1720.12;
ОЭС Центра;30.04.2023;10;26570.31;24405.51;1925.80;1865.66;2170.41;1782.32;
ОЭС Центра;30.04.2023;11;26631.20;24350.12;1922.05;1861.40;2168.28;1780.61;
ОЭС Центра;30.04.2023;12;26531.76;24082.53;1903.75;1844.49;2139.63;1765.23;
ОЭС Центра;30.04.2023;13;26528.94;24050.67;1902.70;1843.74;2128.75;1763.25;
ОЭС Центра;30.04.2023;14;26444.31;24042.11;1805.07;1747.55;2028.50;1673.53;
ОЭС Центра;30.04.2023;15;26357.31;24312.65;1782.09;1722.02;2010.91;1622.57;
ОЭС Центра;30.04.2023;16;26334.37;24459.44;1836.30;1759.26;2200.71;1554.96;
ОЭС Центра;30.04.2023;17;26420.59;24613.02;1861.63;1780.02;2200.23;1542.91;
ОЭС Центра;30.04.2023;18;26570.87;24914.59;1876.84;1795.35;2200.52;1555.16;
ОЭС Центра;30.04.2023;19;26845.83;25366.16;2044.23;1939.70;2341.22;1427.94;
ОЭС Центра;30.04.2023;20;27749.22;25820.59;2164.33;2042.74;2595.78;1335.32;
ОЭС Центра;30.04.2023;21;27379.51;24516.91;2065.51;1996.89;2382.95;1892.19;
ОЭС Центра;30.04.2023;22;25832.92;23126.18;1759.55;1702.71;2002.48;1574.85;
ОЭС Центра;30.04.2023;23;25334.42;22172.61;1606.91;1558.55;1791.41;1387.35;
ОЭС Центра;29.04.2023;0;24793.75;22346.14;1661.99;1614.37;1874.38;1482.76;
ОЭС Центра;29.04.2023;1;24084.33;22024.27;1499.80;1457.32;1687.30;1279.68;
ОЭС Центра;29.04.2023;2;23642.59;22070.71;1335.69;1298.60;1498.14;1117.98;
ОЭС Центра;29.04.2023;3;23415.89;22089.91;1293.57;1258.04;1452.73;1076.56;
ОЭС Центра;29.04.2023;4;23359.28;22117.91;1309.25;1273.76;1463.36;1078.37;
ОЭС Центра;29.04.2023;5;23336.62;22007.91;1315.39;1278.89;1468.73;1089.67;
ОЭС Центра;29.04.2023;6;23150.87;22179.49;1351.17;1313.63;1515.18;1149.82;
ОЭС Центра;29.04.2023;7;24173.04;22861.51;1554.67;1510.67;1757.41;1387.02;
ОЭС Центра;29.04.2023;8;25698.77;24255.71;1819.16;1765.23;2068.76;1688.84;
ОЭС Центра;29.04.2023;9;26748.85;24918.91;2054.58;1991.80;2376.54;1908.14;
ОЭС Центра;29.04.2023;10;27128.47;24970.31;2099.27;2035.04;2385.13;1953.45;
ОЭС Центра;29.04.2023;11;27144.97;24988.31;2091.70;2029.52;2357.42;1947.50;
ОЭС Центра;29.04.2023;12;26961.26;24871.36;2005.62;1947.79;2254.98;1871.27;
ОЭС Центра;29.04.2023;13;26896.63;24743.91;1997.84;1939.35;2243.46;1862.55;
ОЭС Центра;29.04.2023;14;26742.15;24672.01;1965.77;1906.64;2214.99;1827.12;
ОЭС Центра;29.04.2023;15;26568.02;24811.25;1908.15;1845.71;2172.19;1748.36;
ОЭС Центра;29.04.2023;16;26435.64;25277.74;1880.43;1804.57;2200.52;1598.17;
ОЭС Центра;29.04.2023;17;26369.46;25302.83;1880.74;1805.29;2200.19;1596.04;
ОЭС Центра;29.04.2023;18;26478.33;25548.63;1889.38;1812.79;2200.19;1598.10;
ОЭС Центра;29.04.2023;19;26789.60;25985.94;1979.71;1891.16;2288.12;1567.46;
ОЭС Центра;29.04.2023;20;27554.22;26296.54;2069.65;1969.93;2375.29;1447.43;
ОЭС Центра;29.04.2023;21;27229.63;24931.04;2042.55;1977.55;2391.43;1875.88;
ОЭС Центра;29.04.2023;22;25939.36;23732.40;1796.12;1738.27;2079.70;1632.77;
ОЭС Центра;29.04.2023;23;25473.26;22708.04;1669.43;1620.39;1888.42;1485.61;
ОЭС Центра;28.04.2023;0;24255.60;22231.01;1273.18;1236.92;1423.99;1134.36;
ОЭС Центра;28.04.2023;1;23538.92;21894.41;1105.43;1074.03;1233.31;959.37;
ОЭС Центра;28.04.2023;2;23135.39;21323.63;1093.27;1061.58;1208.18;934.34;
ОЭС Центра;28.04.2023;3;22991.08;21307.83;1087.01;1055.49;1200.29;910.53;
ОЭС Центра;28.04.2023;4;23014.52;21779.04;1104.38;1073.10;1221.12;901.06;
ОЭС Центра;28.04.2023;5;23262.07;22368.61;1149.24;1116.96;1276.91;982.50;
ОЭС Центра;28.04.2023;6;23918.01;22757.31;1436.61;1394.07;1620.39;1308.02;
ОЭС Центра;28.04.2023;7;25695.49;23659.98;1729.72;1676.66;1987.29;1598.40;
ОЭС Центра;28.04.2023;8;27522.88;25433.84;1969.40;1906.42;2315.94;1815.98;
ОЭС Центра;28.04.2023;9;28516.62;26314.46;2091.71;2021.34;2441.99;1921.83;
ОЭС Центра;28.04.2023;10;28703.20;26433.07;2098.47;2028.00;2449.03;1930.76;
ОЭС Центра;28.04.2023;11;28487.17;25870.53;2115.38;2047.26;2444.18;1954.33;
ОЭС Центра;28.04.2023;12;28210.90;25459.98;2105.97;2043.99;2399.65;1954.79;
ОЭС Центра;28.04.2023;13;28316.35;25512.07;2109.02;2046.44;2407.45;1957.25;
ОЭС Центра;28.04.2023;14;28239.90;25256.21;2094.21;2026.78;2412.77;1934.67;
ОЭС Центра;28.04.2023;15;27998.00;25097.29;2081.59;2014.41;2398.25;1920.91;
ОЭС Центра;28.04.2023;16;27664.76;25052.91;2071.53;2005.52;2384.10;1916.75;
ОЭС Центра;28.04.2023;17;27425.03;24954.22;1989.02;1928.68;2282.67;1842.85;
ОЭС Центра;28.04.2023;18;27345.07;25202.35;1986.96;1923.75;2318.73;1832.65;
ОЭС Центра;28.04.2023;19;27404.89;25739.08;1977.88;1913.17;2309.68;1817.45;
ОЭС Центра;28.04.2023;20;27894.62;25967.90;2021.96;1955.04;2361.45;1844.53;
ОЭС Центра;28.04.2023;21;27466.71;25024.36;2082.39;2016.34;2385.87;1897.75;
ОЭС Центра;28.04.2023;22;26042.12;23508.61;1859.70;1801.46;2151.38;1707.41;
ОЭС Центра;28.04.2023;23;25422.24;22742.74;1690.29;1640.70;1920.82;1559.67;
ОЭС Центра;27.04.2023;0;24482.17;22324.00;1276.37;1239.16;1404.22;1096.53;
ОЭС Центра;27.04.2023;1;23732.55;21918.49;1101.49;1069.09;1193.58;780.38;
ОЭС Центра;27.04.2023;2;23373.13;21454.81;1094.32;1061.57;1184.43;756.25;
ОЭС Центра;27.04.2023;3;23232.84;21351.47;1088.36;1055.69;1177.95;723.46;
ОЭС Центра;27.04.2023;4;23295.65;21687.68;1096.10;1063.87;1186.97;697.93;
ОЭС Центра;27.04.2023;5;23517.84;22412.40;1133.19;1100.30;1238.28;768.25;
ОЭС Центра;27.04.2023;6;24080.55;22649.49;1390.79;1348.73;1531.89;1080.34;
ОЭС Центра;27.04.2023;7;25761.99;23335.35;1713.32;1660.12;1902.55;1407.53;
ОЭС Центра;27.04.2023;8;27443.87;25317.83;1935.79;1873.83;2156.68;1680.24;
ОЭС Центра;27.04.2023;9;28329.33;26157.05;2035.48;1967.96;2297.72;1855.06;
ОЭС Центра;27.04.2023;10;28448.43;26133.75;2018.32;1951.35;2275.46;1822.26;
ОЭС Центра;27.04.2023;11;28148.01;25512.45;2032.91;1968.14;2289.15;1819.11;
ОЭС Центра;27.04.2023;12;27851.61;25090.45;2033.50;1969.64;2264.89;1766.27;
ОЭС Центра;27.04.2023;13;28045.64;25144.85;2071.93;2006.88;2318.55;1820.34;
ОЭС Центра;27.04.2023;14;27953.22;25077.15;2017.54;1953.71;2249.67;1729.99;
ОЭС Центра;27.04.2023;15;27833.24;25052.56;2002.40;1938.99;2243.83;1761.88;
ОЭС Центра;27.04.2023;16;27571.47;24953.83;1963.30;1901.39;2198.00;1701.62;
ОЭС Центра;27.04.2023;17;27382.70;24902.04;1944.44;1883.52;2177.96;1679.17;
ОЭС Центра;27.04.2023;18;27298.13;25208.40;1913.27;1850.49;2148.81;1627.87;
ОЭС Центра;27.04.2023;19;27432.18;25805.37;1938.79;1874.83;2172.05;1644.07;
ОЭС Центра;27.04.2023;20;27929.10;25546.85;2008.51;1941.45;2337.08;1715.55;
ОЭС Центра;27.04.2023;21;27451.79;24723.90;2005.04;1939.84;2321.99;1682.51;
ОЭС Центра;27.04.2023;22;25942.32;23203.71;1760.71;1704.56;2020.85;1440.46;
ОЭС Центра;27.04.2023;23;25357.41;22522.79;1382.15;1340.98;1555.37;1033.21;
ОЭС Центра;26.04.2023;0;24553.29;22297.85;1307.00;1270.03;1419.46;1190.14;
ОЭС Центра;26.04.2023;1;23810.64;21896.11;1099.28;1068.04;1190.00;867.33;
ОЭС Центра;26.04.2023;2;23411.35;21354.42;1083.67;1052.25;1171.51;835.94;
ОЭС Центра;26.04.2023;3;23279.62;21370.41;1076.75;1045.57;1166.65;841.49;
ОЭС Центра;26.04.2023;4;23366.45;21879.65;1098.51;1067.56;1191.21;962.53;
ОЭС Центра;26.04.2023;5;23639.64;22617.45;1182.71;1149.89;1357.17;1116.28;
ОЭС Центра;26.04.2023;6;24188.50;23112.35;1447.21;1405.80;1675.70;1352.84;
ОЭС Центра;26.04.2023;7;25884.21;23787.95;1765.38;1712.33;2093.16;1639.22;
ОЭС Центра;26.04.2023;8;27623.68;25505.72;1952.06;1890.64;2256.83;1803.14;
ОЭС Центра;26.04.2023;9;28526.73;26533.47;2024.26;1958.22;2331.85;1863.12;
ОЭС Центра;26.04.2023;10;28653.50;26478.90;2014.44;1948.68;2315.85;1854.02;
ОЭС Центра;26.04.2023;11;28435.09;25953.37;2024.44;1960.56;2342.19;1871.99;
ОЭС Центра;26.04.2023;12;28157.83;25373.99;2003.39;1940.20;2376.89;1850.15;
ОЭС Центра;26.04.2023;13;28253.55;25323.82;1998.11;1934.94;2349.23;1841.52;
